urban,"Of or related to cities, especially densely populated ones or regions where lots of traffic and industrial activity occurs. The development or buildup of urban areas is a phenomenon known as urbanization."
valve,Something that can reduce or shut off the flow of some gas or liquid through a pipe or other passageway. Some specialized valves may allow a liquid or gas to flow in one direction only.
average,"(in science) A term for the arithmetic mean, which is the sum of a group of numbers that is then divided by the size of the group."
canopy,(in botany) The top layer of a tree — or forest — where the tallest branches overlap.
climate change,"Long-term, significant change in the climate of Earth. It can happen naturally or in response to human activities, including the burning of fossil fuels and clearing of forests."
coauthor,"One of a group (two or more people) who together had prepared a written work, such as a book, report or research paper. Not all coauthors may have contributed equally."
computer model,"A program that runs on a computer that creates a model, or simulation, of a real-world feature, phenomenon or event."
deforestation,The intentional removal of all trees from notable pieces of forested land. Sometimes this has been done to make way for roads or towns. It may also be done to harvest trees for income from lumber.
dire,"An adjective that means grave, or hard to survive."
ecologist,A scientist who works in a branch of biology that deals with the relations of organisms to one another and to their physical surroundings.
gene,"(adj. genetic) A segment of DNA that codes, or holds instructions, for a cell’s production of a protein. Offspring inherit genes from their parents. Genes influence how an organism looks and behaves."
insight,"The ability to gain an accurate and deep understanding of a situation just by thinking about it, instead of working out a solution through experimentation."
International Space Station,"An artificial satellite that orbits Earth. Run by the United States and Russia, this station provides a research laboratory from which scientists can conduct experiments in biology, physics and astronomy — and make observations of Earth."
photosynthesis,(verb: photosynthesize) The process by which green plants and some other organisms use sunlight to produce foods from carbon dioxide and water.
pixel,"Short for picture element. A tiny area of illumination on a computer screen, or a dot on a printed page, usually placed in an array to form a digital image. Photographs are made of thousands of pixels, each of different brightness and color, and each too small to be seen unless the image is magnified."
pollutant,"A substance that taints something — such as the air, water, our bodies or products. Some pollutants are chemicals, such as pesticides. Others may be radiation, including excess heat or light. Even weeds and other invasive species can be considered a type of biological pollution."
projection,Some feature that extends out (or projects) or a trend that extends out into the future.
protein,"A compound made from one or more long chains of amino acids. Proteins are an essential part of all living organisms. They form the basis of living cells, muscle and tissues; they also do the work inside of cells. Antibodies, hemoglobin and enzymes are all examples of proteins. Medicines frequently work by latching onto proteins."
satellite,A moon orbiting a planet or a vehicle or other manufactured object that orbits some celestial body in space.
sensor,"A device that picks up information on physical or chemical conditions — such as temperature, barometric pressure, salinity, humidity, pH, light intensity or radiation — and stores or broadcasts that information. Scientists and engineers often rely on sensors to inform them of conditions that may change over time or that exist far from where a researcher can measure them directly. (in biology) The structure that an organism uses to sense attributes of its environment, such as heat, winds, chemicals, moisture, trauma or an attack by predators."
species,A group of similar organisms capable of producing offspring that can survive and reproduce.
stressor,Something that induces stress in an individual or system.
threshold,A lower limit; or the lowest level at which something occurs.
tipping point,"A point at which some action leads to a disproportionately large or irreversible change in a process, impact or attitude."
uncertainty,(in statistics) A range of how much measurements of something will vary around an already-measured value.
understory,"Plants that grow beneath the canopy, or uppermost level, of the forest."
Wales,"One of the three components of Great Britain (the other two being England and Scotland. It’s also part of the United Kingdom (whose other members include England, Scotland and Northern Ireland)."
agriculture,"The growth of plants, animals or fungi for human needs, including food, fuel, chemicals and medicine."
algae,"Single-celled organisms, once considered plants (they aren’t). As aquatic organisms, they grow in water. Like green plants, they depend on sunlight to make their food."
biology,The study of living things. The scientists who study them are known as biologists.
bloom,"(in microbiology) The rapid and largely uncontrolled growth of a species, such as algae in waterways enriched with nutrients."
cell,"(in biology) The smallest structural and functional unit of an organism. Typically too small to see with the unaided eye, it consists of a watery fluid surrounded by a membrane or wall. Depending on their size, animals are made of anywhere from thousands to trillions of cells. Most organisms, such as yeasts, molds, bacteria and some algae, are composed of only one cell."
crop,"(in agriculture) A type of plant grown intentionally grown and nurtured by farmers, such as corn, coffee or tomatoes. Or the term could apply to the part of the plant harvested and sold by farmers."
DNA,"(short for deoxyribonucleic acid) A long, double-stranded and spiral-shaped molecule inside most living cells that carries genetic instructions. It is built on a backbone of phosphorus, oxygen, and carbon atoms. In all living things, from plants and animals to microbes, these instructions tell cells which molecules to make."
egg,"A reproductive cell that contains half of the genetic information necessary to form a complete organism. In humans and in many other animals, ovaries produce eggs. When an egg fuses with a sperm, they combine to produce a new cell, called a zygote. This is the first step in the development of a new organism."""
fertilization,"The fusion of two gametes. In human reproduction, an egg and sperm combine to make a new individual. In plants, a pollen grain and ovum fuse to make the new individual."
fertilize,"(in biology) The merging of a male and a female reproductive cell (egg and sperm) to set in create a new, independent organism. (in agriculture and horticulture) To provide basic chemical nutrients for growth."
fertilizer,"Nitrogen, phosphorus and other plant nutrients added to soil, water or foliage to boost crop growth or to replenish nutrients that were lost earlier as they were used by plant roots or leaves."
fruit,A seed-containing reproductive organ in a plant.
gamete,"A reproductive cell containing half of the genetic material required to produce an individual. In humans, those gametes are an egg and sperm. In plants, they are a pollen grain and ovum."
genetic,"Having to do with chromosomes, DNA and the genes contained within DNA. The field of science dealing with these biological instructions is known as genetics. People who work in this field are geneticists."
nitrogen,"A colorless, odorless and nonreactive gaseous element that forms about 78 percent of Earth's atmosphere. Its scientific symbol is N. Nitrogen is released in the form of nitrogen oxides as fossil fuels burn. It comes in two stable forms. Both have 14 protons in the nucleus. But one has 14 neutrons in that nucleus; the other has 15. For that difference, they are known, respectively, as nitrogen-14 and nitrogen-15 (or14N and15N)."
nutrient,"A vitamin, mineral, fat, carbohydrate or protein that a plant, animal or other organism requires as part of its food in order to survive."
organism,"Any living thing, from elephants and plants to bacteria and other types of single-celled life."
phosphorus,"A highly reactive, nonmetallic element occurring naturally in phosphates. Its scientific symbol is P. It is an important part of many chemicals and structures that are found in cells, such as membranes, and DNA."
species,A group of similar organisms capable of producing offspring that can survive and reproduce.
sperm,"A reproductive cell that contains half of the genetic information necessary to form a complete organism. In humans and in many other animals, testes produce sperm. When a sperm fuses with an egg, the two combine to produce a new cell, called a zygote. This is the first step in the development of a new organism."""
toxin,"A poison produced by living organisms, such as bacteria, algae and certain plants (such as poison ivy). Bees, spiders, snakes and other animals also produce toxins. These are referred to as venoms."
